"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text","sentiment"
175437,"B0012NUVN0","A1Q6HK1QDSJ92V","J. Linehan ""joyce""",10,11,1,1168646400,"Don't believe the hype","My dog had this ball in tiny plastic pieces in 3 hours.  He popped the Everlasting treat out in just under 10 minutes.  Granted, he was not having luck getting the cookie that was inside, but would have gotten there by shredding the entire toy if I hadn't had to take it away from him.","Negative"
138101,"B0040IIXQQ","A2XBKTBMLQRQAM","AmazonUser",0,0,1,1345075200,"Tastes bad","Really did not like the taste.  I feel like flavored coffees are pretty hit or miss, and this one is definitely a miss.","Negative"
225556,"B002ZX1U9A","A2VI46J8UBXJ0Y","M Shoff ""M Shoff""",0,0,1,1288137600,"Barely a Hazelnut Flavor from Gloria Jean","Gloria Jean's cute brand name makes weak coffee. When I go to a gas station or a quick-stop my coffee choice is usually Hazelnut flavor and then I'll kick it up with some Hazelnut flavor creamers. So I happen to like Hazelnut flavored coffee and I drink it often. When I saw the chance to get some for home it looked like a good idea. Idea may have been good but the Gloria Jean Hazelnut flavored coffee fell flat on my taste buds. The best I could give it is 'adequate' since the gas station on my way to work has stuff much better for a fair price. I will use the Gloria Jean stuff up then forget about it because I don't want to be bothered sending it back. Live and learn and take the bad with the good to let an educated perception be my guide.","Negative"
146049,"B000SDKDM4","A19006C9BSFPBP","Maxim",1,6,1,1302566400,"Coffee Good, container torn","The Coffee is great but the bag that the coffee came in contained a small tear and the contents therein were strewn about the box.","Negative"
94217,"B003YKAT68","AUU9GHKJ58AMR","Target Shopper 444",8,12,1,1317081600,"DO NOT BUY THIS!!!!!!!!!","The other reviewers that say you'll be getting the damaged, dented cans that the store can't sell are spot on.  Out of my 12 cans, 7 were dented to the point that I won't be able to use them.  I've contacted Amazon about refunding my money since this item is not returnable, and I'll update the review once I know whether Amazon is willing to stand behind their product. At any rate, I will never buy this product, or any other food item, from Amazon again.<br /><br />Ater contacting Amazon, they sent me another 12 busted cans of pumpkin.  Out of 24, a total of 10 were usable (so I still didn't get the 12 that I paid for). Don't waste your time or money on this one.","Negative"
25830,"B003LTPY08","APEELYOC4TS4E","Sheila Keating",0,1,1,1297814400,"Shocked","I was so disappointed when I found out there were only 22 cups.  The other packs, for similar flavored coffees, were double the number of k-cups for the same price.  I feel cheated.","Negative"
528999,"B000EFBM4O","A3UYBH8JNECGV8","Bryan C",12,13,2,1195776000,"Close to expiration date","Product was of good quality, but expiration date was within about a month of when the product arrived.  Be cautious about buying for your own pantry.","Negative"
532165,"B0017OTGOE","AP27X3RV3HUHT","Nezzie",6,6,1,1310860800,"Candy always great. Price not so much.","I've always loved Chick O Stick. It is not the product that rates low. It is the price. Don't buy this product from this vendor, unless you like paying twice the price for the product. At .25 per piece (price is on each piece) at box of 24 should have only cost $6. This product was twice that amount. There are others that sell it for the correct unit price. Fool me, you just got an additional 6 bucks. I'll pay better attention next time. Thanks for the education.","Negative"
479634,"B0025UNUOQ","AGK74FX3DCVNP","Natalie R. ""Natalie R.""",0,1,1,1298937600,"Mmm...plastic.","I was really excited about this, because I like the Minute Rice cups, and this is cheaper.  When I took it out of the microwave, I noticed a strong plastic odor coming from the bag, but it seemed to dissipate when I poured the rice into the bowl, so I went ahead and took a bite.  YUCK.  The stuff really does taste like the awful plastic smell that came from the bag.  Glad I only bought one bag, 'cause I won't be using it again!","Negative"
160254,"B004I1B8E4","AQ3V0SMYDABPE","Gvince",1,1,2,1322006400,"so so","OK at best.  The thyme seems to be diluted with too much flour.  Its taste seems a little off I think because of that.  I think flour may be ok in small quantities to reduce the intensity of oregano, but this stuff has too much of it based on how it smelled and tasted.","Negative"
79764,"B001IZM92S","A1WGH8V8P9R15A","Bo Jenkins ""Dog Lover""",22,28,2,1262649600,"Musty","I was very excited to find this product in bulk, healthy and organic. What I wasn't happy about was the musty taste that every third bite or so possessed. The ones that didn't taste musty were delicious. They were so good in fact that it inspires you to keep trying and then...mustiness bites you. Yuck.","Negative"
51702,"B0002NYO20","A1C7V2UFKVB9VW","Gregory W. Hart ""Gregory (Papa G)""",1,1,1,1342656000,"Poor quality, full of stems, leaves and husks","I ordered this lavender to use in ice cream. Because of all the stems, leaves and husks I had to strain the ice cream after extracting the lavender flavor during the cooking. After spreading out two tablespoons and trying to just pick out the dried flowers, I gave up after realizing that the non-flower debris was about 1/3 of total.","Negative"
237875,"B000JSQBK6","A1JFC7M8WE5251","ITGirl",0,0,1,1297468800,"Selling Expired Products + Bad Customer Service!","I received the item and has 6 days to expire......sent them email and got no response.... will never purchase from this vendor","Negative"
487940,"B000XK0318","A1OCRYS43HDFUL","Loreto Accettola",0,0,2,1290556800,"Bauli Panettone Christmas Cake","I bought a Bauli Traditional Il Panettone 500 gram (1.1 pound) Italian Christmas Cake recently at Costco.  Although the cake was satisfactory ( not nearly as good as my Nonna's) the biggest hassle was unsticking the cake from the baking paper that it is shipped in from Italy.  The whole cake had to be scraped loose with a spoon and it crumbled and broke much of the outer layer.  Besides the mess, I was left with a pile of Panettone crumbs in a dish.  Next Christmas, I'll make my own.","Negative"
154370,"B005SED1TU","A1XQMQMF07QZQS","GalCalif ""Visit my Amazon Profile page!""",2,8,2,1297641600,"Quite hard crystals not as good as others","I got this and ""Course Gray Sea Salt"" from Brittany both from Amazon. The crystals in this salt tend to be very hard and hence are more like little stones than anything else and also do not impart as much flavor as you eat them added to your meal.<br /><br />I have not tried grinding them up. The other salt was not as hard crystals and added a lot of good flavor to the meals I added it to (sprinkling a little on top).<br /><br />I will not get this again. I will get the other again.<br /><br />It will last you forever unless you are a salt junky looking for high blood pressure, as this amount of salt is a HUGE amount of salt in you want to stay healthy. Just a tiny bit with each meal is plenty, and that is the problem here! The tiny bit doesn't impart much flavor or texture. The Brittany did.","Negative"
76515,"B0002BL3PI","A9PJRM3HIITJA","Julie ""Farm Girl""",0,0,2,1273622400,"It's not Millstone, but it's OK","I bought this when Safeway was OUT of Millstone Swiss Chocolate Almond coffee. It's OK, but it's not Millstone.  The Seller was great and product received on time, but the quality and taste are just ok.","Negative"
554999,"B000YHEHI0","AX6899XVKH0LL","MLE956",7,14,1,1275868800,"Be warned imported item","To start all of the sticks arrived broken, which kind of defeats the purpose of ordering stick candy.  I tasted a couple of the broken pieces and they tasted ""off.""  Upon closer inspection of the tin and wrapping, I learned that this candy is made in Mexico.  That would explain the ""off"" kind of glue-like taste.  I don't want ANYTHING made in Mexico because products are not regulated as they are here, and there is always something just left of center where stuff from Mexico is concerned--looks pretty to the eye but is horrible tasting, etc.  I feel that this should have been clearly stated upfront that the candy is Mexican so consumers can be aware.","Negative"
229125,"B001SB6C1Q","AZLBGJZYZPWT0","R. Froode",0,1,2,1337817600,"Kids like it but price is WAY OVER","Only gave it 2 stars due to price..this is a ripoff.  I like this as we are new to Indian curries so I can't say how authentic this is.  But the kids really like it over thai jasime rice..i add some olive oil and chicken stock to it becuase it is quite thick. Use with cut up chicken or rotisserie type chicken broke down for all you working moms out there.  However, the price here is CRAZY..I paid $6.99 at Costco for 3 jars so this price blows me away and it isn't worth it.  Go to your neighborhood Costco.","Negative"
253620,"B001E534MG","A1IL83749NZ35T","DTS",32,49,2,1224547200,"Beware of package size","Be careful when you order this particular package. It contains only 23.2-ounce tubs. Even with free shipping and no tax the price per ounce is much higher than your local wholesale club. I mention this because the product first came out in these tubs at the wholesale clubs and looks the same as this package. The wholesale club tubs are 34-ounces.<br /><br />I'm annoyed by this because I don't usually price or value shop Amazon products. I operate on the assumption that Amazon offers the best value in general. If there is a small difference in price it's usually made up in free Prime shipping or tax. So beware on these grocery type items.","Negative"
354181,"B002TM5458","A27CC7M18TU9HV","nine_the_nine_nine_nine",0,1,1,1336953600,"Not as described","I ordered the 35 K-Cup assortment that was supposed to have 35 different flavors to sample. Instead I received 11 different ones and the rest were doubles (two of the same).I wanted to sample 35 different flavors. I only have 23 different samples since some of them are doubled.","Negative"
21515,"B002QWP89S","A3JRTVV2E9P6R1","Diana",1,2,2,1325203200,"Contradicting photo and description!","There is contradicting information.  The description says Senior Greenie Large, while the photo shows ""regular"" as well as 27 treats versus 27 ounce.  Anyone that reviews and can clarify the actual product would be much appreciated.","Negative"
270818,"B0035MZ6RM","A1Y7GU49KYJQFZ","Marcie Mazer",0,0,2,1330300800,"Not so great!","I am a peanut butter lover. I love Skippy Super Chunk, which I had been buying at the grocery.  But I wanted a larger quantity, so I purchased these large jars.  However, I don't know if they are old but it is no where near as creamy as I am used to getting in the stores.  Pretty disappointed.","Negative"
49081,"B000TMKST2","A1WNRMV2LN0WUA","FM22",7,11,1,1298073600,"Not so good.","I was looking for a natural product. This syrup has 'artificial' flavors (in addition to natural flavors) and contains Red #40. It does not taste and smell like rose, but I felt it smelled like Unilever's Ponds face cream.","Negative"
78936,"B002C6GL8K","A2117BCFTS1URX","Hugh c Forward",4,4,1,1289865600,"This Parrot is dead","I have been a big buyer of amazon goods and from amazon shops over the years and have already tried to be understanding of some of the more ""niche"" stores. However Bonsai Boy has been one Niche to far. They have been the most obnoxious customer service I have ever received. It was like the monty python sketch, This parrot is dead, no it is only mourning for the Norwegian fjords. This Parrot was dead ass as a dodo and to declare otherwise is pure chicanery.<br />The tree was nothing like the picture, there was no indication as too how it should have looked, it was damaged during shipping. On top of this there was no effort to redo, what is in my mind, a major wrong.","Negative"
499114,"B006IT47LA","AMIU1TQSVMLII","doris.yin",0,0,1,1329177600,"every hot chocolate k-cups tasted funny..","every hot chocolate k-cups tasted funny..<br />to be honest, it doesn't taste like chocolate at all..just some sweeten and water.<br />I'm glad I buy these samples first..","Negative"
113349,"B001ONPMN2","A3BVAIJQN7CN4","Marshal Mathers",0,0,1,1335052800,"Did not taste good.","I love the Kashi Dark Mocha Almond bars but the TLC fruit and grain with chocolate layer was IMO tasteless and funky. Maybe if I hadn't eaten in a week  I would try one again. I had my husband take them to his work to get rid of them.","Negative"
375395,"B000V4ZY6U","AUSALPBEQI5Q9","BlogD",0,3,1,1257638400,"Butter? Really?","It just doesn't taste like butter to me. Highly concentrated or no, it tasted closer to garlic or something. Maybe it's just me, but this stuff was awful.","Negative"
18740,"B000FFRU3U","A2L6GDFGKYC6GP","BOB!",0,0,2,1325289600,"Barely Edible","Was a good product in theory but the oatmeal was flavorless, the fruits were ok, and it contained hard chunks that would not soften even after reheating it for an extra 1 minute.<br /><br />Seriously not worth buying but i do recommend the black bean soup. It kicks ass.","Negative"
191028,"B001PB8014","A26OGGAXXLGOK","manorfitness",7,7,2,1302048000,"Not fresh","The product has a great price and arrived promptly.  They did not taste as fresh as the cashews that you purchase in the supermarket.  They had a stale taste to them.","Negative"
45136,"B0050JLCUS","AWOP728ZCTND9","Carina Masterman",4,16,1,1327104000,"Image is wrong","The image is of a bag of Royal Canin SO diet. The product claims to be Purina UR, which comes in a white and purple bag.","Negative"
194342,"B000KOUK8I","A3VD6KREW99X02","Eric Alan",0,0,2,1345334400,"Loaded Baked is overloaded with salt!","The 'Loaded Baked' version too salty for me. I appreciate the cheese and bacon flavor but after 3 spoon fulls i had to throw it out. It tastes like those bacon and cheese potato chips from the vending machines. I also tried the 'Original Mashed Potatoes' version which is the exact oposite, had no flavor at all. The original version asks for milk, margarine, and salt. This loaded version only asked for water so that's a plus if you're camping or something. I'm still going to stock up on the Original version since it was .66 at my grocery store. But this version wasn't for me.","Negative"
185293,"B002O3SAJE","A1J5517H6J3RXY","Gio",0,1,2,1328918400,"Nothing special","I is not naything special. even it smells very week. I am not satisfied with this prodcut at all.... So I will not recommand this.","Negative"
509946,"B001EQ4MPI","AXIQAAG8Y5BWM","I. Parchina",0,0,1,1319760000,"Terrible tea!","Worst tea. You could not even call this one a tea - it is a water with a little bit of color and essence. No tests of tea at all!","Negative"
185105,"B000EEWZF0","A2D8J5YRY9EG8B","Alec ""druidman""",6,13,2,1285459200,"Excellent Sardines - Poor Fulfillment by Supplier/Amazon","The sardines are excellent in every way. Delivery is unreliable.<a href=""http://www.amazon.com/gp/product/B000EEWZF0"">Crown Prince Natural Skinless & Boneless Sardines in Pure Olive Oil, 3.75-Ounce Cans (Pack of 12)</a><br /><br />I had signed up for Subscribe & Save for this product - one case (12 count) every 3 months. The initial shipment went without a hitch.<br /><br />When the time came for my second shipment, I was notified by email that ""This item is not currently eligible for Subscribe & Save."" No other information was offered, and Customer Service was unable to explain the problem or offer any solution.<br /><br />I expect that if Amazon and the manufacturer offer a product, that they would fulfill the agreement, or at the very least offer an alternative.","Negative"
72949,"B0042GZSMI","A15RAF8IT6GJNF","J. Gray",0,0,1,1346889600,"The Quality","I recently purchased a box of this candy at See's and all three of us noticed the dark chocolate was very good, but it lacked the molasses flavor. I was able to return it to the Northridge store for a refund, but found after the fact, that the box of half dark chocolate caramels and butterscotch squares had a sugary inner part as well. I and the other people believe See's is cutting corners in what they make.","Negative"
306269,"B004EBPTPW","A1BJDRAL4GBFRK","Zipper ""Zipper""",2,8,1,1321833600,"Elevages du Perigord has been caught on video tape!","Please see the video of the treatment of the ducks at Elevages du Perigord factory farm in Canada before you consider buying this product.  The video can be seen online at [...]","Negative"
498710,"B000HDK0DC","AV6PVMVUHRJV5","ConsumerInfoGal",15,28,1,1252800000,"Mislabeled","The description of this product says, ""flavor assortment may vary,"" which is misleading.  It should say, ""quantities of each flavor may vary drastically.""  The five-pound bag I received contained (percentage of total is in parentheses) - 3 Very Cherry (1%), 14 Googly Grape (4%), 28 Tooberry Blueberry (9%), 30 Mango Tango (10%), 31 Strawberry Smash (10%), 38 Pomegranate Pucker (12%), 43 Sour Apple Tart (14%), and a whopping 126 Wet-Face Watermelon (40%).  I didn't expect an equal assortment of each flavor, but the disparity is ridiculous.  These 5-pound bags appear to be how Yummy Earth gets rid of their overstock.","Negative"
486550,"B004JQZENY","A3BMM3R6SNL81T","V. Anbarsoun",0,0,1,1329696000,"worse than instant","I'm sorry I tried this coffee. I thought it would help with my heartburn but I couldn't even give it a chance since it tasted so aweful. If given a choice between this and instant coffee, I'd go with instant! I hope that makes it clear just how bad this coffee tastes. $30 down the drain. Oh well, live and learn I guess.","Negative"
255080,"B00376W6BK","A1U8J7QX36OAYT","anne",2,8,2,1290556800,"rip off","Good tea but I pay $4 a 40 count box at Fred Meyer regular price and quite often $3.50 on sale. Less than $4 at Walmart for 40 count. Thats $12 for the same amount of bags.","Negative"
91557,"B000V17MLI","A3OW10778VGSR8","HonestReview",2,3,1,1235433600,"Dreadful; high fat; just plain weird","Comes out of the package in a gelatinous slab that must be broken up and heated.  Apparently it was radiated or in other ways sterilized. It is approximately 15 grams of fat per serving and tastes oily and unpleasant. It is cheap for a reason. Mine is now in the trash. Save your money and perhaps your health.","Negative"
216654,"B001I0W3JC","A1XWNUT978GB67","moises woliner",2,2,1,1339113600,"RIP OFF","This seller should be expelled from amazon.com. This was a wedding aniversary surprise to my wife aNd was absolutley DISAPOINTING. The roses were tiny. They come in a box as do it your self kit. All the mood was ruined by this vendor. ThIngs like this damage amazon.com's reputation of screening vendors that publish in their site.<br /><br />Payed more that 100 bucks for these and the a lot worst than flowers that you buy in the street.<br /><br />DONT ORDER FROM THIS VENDOR. DO NOT TROW YOUR MONEY TO THE TRASH!!!!<br /><br />Detailed prictures of the products will be uploaded for you to judge.","Negative"
61365,"B00474HUXA","AWUCKSYSWW3Q1","Louiej",2,2,2,1332892800,"Should have read the reviews","I should have read the reviews first on this item. Really didn't taste that good, ended up destroying 6 cans of it. Lesson learned, read the reviews before purchasing","Negative"
387315,"B0055ZRUOO","AUWZAK7OJ0N3J","Willy",0,0,1,1347580800,"Beware! Stale coffee.","If you've ever ordered from Intelligentsia directly, you may be very disappointed. I was.<br /><br />Coffee received was FIVE weeks old, stale, hardly any crema, sour taste, disgusting...<br /><br />This is probably not the kind of product you want to order from Amazon. You'll probably be enticed by the free shipping, but believe me, you will regret it.<br /><br />At over $30/lb the least you can ask for is fresh roasted beans, but you won't get them here.","Negative"
88559,"B0040WCS2M","AO3CDYBTWJU6S","Artieitra",1,1,2,1344988800,"WRONG DESCRIPTION ON ITEM!","This was not a pasta salad kit as described. It is a kit for pasta stir-fry. Needless to say I was surprised and not very happy. I will use the pasta for something but, will not be ordering this product again.","Negative"
511467,"B001HWAUNC","A3SXO5KYMD2LUG","Sharon",3,4,1,1298332800,"Would not recommend.","I used two varieties of this kitty litter because I liked the idea of being able to go two months between total litter changes.  I cleaned out the litter box daily, but by the end of the first four weeks, the litter was urine-saturated and I could not stand it any more.  The whole area reeked.  I went back out and bought the cheap clay litter.  Now I really don't know what to try.  I was extremely disappointed.","Negative"
280603,"B0031R5Y82","AYUIL6BE05PFX","Eccentric Professor",0,0,1,1339545600,"Misrepresentation and bad coffee too","I don't know how this company dares to label this as ""Chocolate Fudge Brownie"" as it tastes absolutely nothing like that. A lot of so called flavored coffees have disappointingly little of the flavor they have supposedly added to the coffee, but this one had none at all. It didn't even smell like the titled flavor.<br /><br />What is worse: other flavored coffees with disappointingly little of the flavor they supposedly added at least still taste like decent coffee. This one doesn't. I even tried mixing it with some Folgers coffee to use it up and noticed it brought down the quality of the Folgers brew. Please save yourself from this distasteful experience and purchase something else.","Negative"
179772,"B0054RRM0A","A1OWRIL5B0DMU5","N. Long ""Suri Photography""",1,1,2,1335916800,"Great product, ridiculous price","I really like this syrup, especially with the eating plan I am on. It is a little watery as someone else said but still great to me. I would definitely recommend it!<br /><br />What I wouldn't recommend is buying it from this seller (which is why I gave it two stars). $11.99? WHAT A RIP-OFF!!!! My Hyvee just started carrying this for $3.99/bottle. Same size, same product. There is also another seller selling it for the correct price so don't buy it from this seller. You can get it way cheaper from someone else. Don't be taken advantage of!","Negative"
71680,"B007RTR8AM","A784A2QRHRSSR","pleureur.",0,0,2,1342396800,"Strong scent, hair did not feel clean, bad packaging","The scent of this shampoo is an overwhelmingly strong perfume! The shampoo seemed to be cleaning well, but my hair looked greasy afterwards. I was not extremely impressed.<br /><br />And a comment about the packaging (although Amazon might package better for non-Vine orders): Mine came wrapped in a bag inside a bubble mailer. Approximately half of the shampoo leaked out.","Negative"
